,Symptom,Population_density
10560,c,12545
10780,a,12545
10951,c,12545
11024,e,12545
11062,b,12545
7080,a,12985
7914,a,12985
8211,c,12985
8589,a,12985
9072,a,12985
9360,a,12985
9492,a,12985
9547,b,12985
9577,c,12985
9764,c,12985
9819,a,12985
10033,c,12985
10317,a,12985
10416,a,12985
11147,c,12985
11210,a,12985
5669,a,13434
5759,c,13434
5839,b,13434
5952,a,13434
6341,c,13434
6390,e,13434
6410,a,13434
6742,b,13434
6870,a,13434
6941,d,13434
7049,a,13434
7107,e,13434
7156,c,13434
7234,b,13434
7427,a,13434
7970,a,13434
8159,a,13434
8171,a,13434
8222,a,13434
8405,c,13434
8429,a,13434
8468,a,13434
8507,d,13434
8603,a,13434
8679,a,13434
8744,e,13434
8958,b,13434
9005,a,13434
9042,e,13434
9043,a,13434
9047,e,13434
9134,e,13434
9183,b,13434
9301,b,13434
9328,e,13434
9486,e,13434
9521,b,13434
9522,b,13434
9533,a,13434
9536,a,13434
9538,a,13434
9539,a,13434
9540,a,13434
9783,a,13434
9963,b,13434
9987,a,13434
10090,b,13434
10105,c,13434
10115,b,13434
10143,b,13434
10205,c,13434
10229,a,13434
10255,a,13434
10769,b,13434
10915,b,13434
11156,a,13434
11289,c,13434
7627,a,13673
7730,c,13673
9094,b,13673
10557,b,13673
1303,a,13987.6
6073,a,14133
6193,a,14133
6372,a,14133
6444,e,14133
6479,c,14133
6814,a,14133
6820,d,14133
7542,e,14133
7659,c,14133
8845,a,14133
8962,b,14133
9003,a,14133
9319,e,14133
9337,e,14133
9347,e,14133
9398,e,14133
9467,b,14133
10243,e,14133
10251,b,14133
10632,e,14133
10834,c,14133
7180,e,14167
7533,b,14167
8838,e,14167
9546,a,14167
10326,b,14167
6488,a,14545
6772,a,14545
6846,a,14545
7392,a,14545
7471,a,14545
8768,c,14545
8806,b,14545
9184,d,14545
9630,e,14545
9651,b,14545
10000,e,14545
10339,a,14545
11011,c,14545
11250,b,14545
11280,a,14545
5773,a,14615
6071,b,14615
6098,c,14615
6278,b,14615
6489,a,14615
6508,c,14615
6698,c,14615
6835,a,14615
6896,b,14615
6986,a,14615
7150,b,14615
7312,c,14615
7693,a,14615
7777,d,14615
7917,e,14615
8048,e,14615
8084,c,14615
8207,e,14615
8254,a,14615
8271,e,14615
8330,a,14615
8533,b,14615
9244,e,14615
9333,c,14615
9550,b,14615
9804,a,14615
10035,b,14615
10050,b,14615
10139,b,14615
10195,a,14615
10284,a,14615
10387,b,14615
10651,a,14615
11113,a,14615
11148,a,14615
11253,b,14615
10699,a,14667
6299,a,14717
6502,c,14717
6704,c,14717
6778,e,14717
7518,a,14717
7850,c,14717
8840,c,14717
9073,b,14717
9796,b,14717
9912,e,14717
10030,a,14717
10417,e,14717
5720,c,14754
5854,a,14754
5869,e,14754
5900,a,14754
6008,e,14754
6038,b,14754
6361,a,14754
6494,a,14754
6535,b,14754
6566,a,14754
6609,a,14754
6717,a,14754
6780,b,14754
6830,b,14754
6944,b,14754
6997,a,14754
7076,a,14754
7077,b,14754
7182,c,14754
7349,a,14754
7428,b,14754
7490,b,14754
7562,c,14754
8023,a,14754
8103,a,14754
8217,a,14754
8223,b,14754
8311,c,14754
8445,c,14754
8522,a,14754
8627,c,14754
8740,a,14754
8758,a,14754
8775,a,14754
8826,b,14754
8975,a,14754
9006,b,14754
9008,a,14754
9153,b,14754
9234,a,14754
9235,a,14754
9236,a,14754
9255,a,14754
9369,e,14754
9524,b,14754
9585,e,14754
9685,b,14754
9705,b,14754
9709,b,14754
9747,a,14754
9827,c,14754
9866,a,14754
10141,b,14754
10221,a,14754
10371,b,14754
10413,a,14754
10543,b,14754
10595,a,14754
10598,b,14754
10746,e,14754
10848,e,14754
10899,b,14754
10932,a,14754
11152,a,14754
7050,a,14884
7383,a,14884
7426,a,14884
7551,e,14884
7565,b,14884
7679,b,14884
8215,b,14884
8989,c,14884
9198,a,14884
9483,e,14884
9556,a,14884
9576,b,14884
9592,c,14884
9613,b,14884
9619,b,14884
9789,d,14884
9856,e,14884
10504,b,14884
5911,a,15102
6126,b,15102
6160,a,15102
6357,d,15102
6789,a,15102
6961,a,15102
7373,a,15102
7899,e,15102
8378,b,15102
8717,a,15102
8847,b,15102
8994,a,15102
9310,b,15102
9503,b,15102
9557,a,15102
9588,e,15102
9659,e,15102
10048,e,15102
10122,c,15102
10192,b,15102
10222,a,15102
10503,a,15102
11048,b,15102
5803,a,15679
6158,e,15679
6548,c,15679
6604,e,15679
7068,c,15679
7151,b,15679
7221,a,15679
7276,e,15679
7351,b,15679
7438,a,15679
7498,b,15679
8188,e,15679
8189,a,15679
8225,a,15679
8250,c,15679
8757,a,15679
8940,e,15679
8950,c,15679
9019,a,15679
9032,a,15679
9105,e,15679
9216,d,15679
9449,b,15679
9551,d,15679
10012,e,15679
10440,e,15679
10725,a,15679
10739,e,15679
10815,a,15679
10863,a,15679
10884,b,15679
10917,e,15679
10958,a,15679
11206,e,15679
5955,a,16000
7265,e,16000
7446,b,16000
8131,a,16000
8470,b,16000
8676,b,16000
8884,c,16000
9018,a,16000
9136,e,16000
9616,a,16000
5776,a,16304
6063,a,16304
6783,a,16304
8093,a,16304
8279,c,16304
9125,c,16304
9217,c,16304
9468,a,16304
9908,a,16304
10088,b,16304
10291,b,16304
10926,a,16304
5822,a,16406
5912,e,16406
5940,e,16406
6183,a,16406
6189,b,16406
6463,e,16406
6549,e,16406
6628,b,16406
6633,a,16406
6971,c,16406
6984,a,16406
7018,c,16406
7576,a,16406
7589,d,16406
8035,a,16406
8786,a,16406
9089,c,16406
9103,b,16406
9176,e,16406
9258,b,16406
9408,a,16406
9633,b,16406
9723,a,16406
9904,b,16406
10053,a,16406
10452,a,16406
10629,b,16406
10717,e,16406
10785,a,16406
10984,c,16406
11131,a,16406
11140,a,16406
11242,e,16406
11249,b,16406
5628,b,16667
5644,a,16667
5645,b,16667
5688,b,16667
5696,e,16667
5707,b,16667
5712,a,16667
5721,b,16667
5728,b,16667
5732,c,16667
5742,e,16667
5811,a,16667
5818,a,16667
5831,a,16667
5838,a,16667
5858,e,16667
5866,c,16667
5876,e,16667
5924,a,16667
5929,a,16667
5930,a,16667
5932,e,16667
5948,a,16667
5951,b,16667
5968,a,16667
6001,a,16667
6007,b,16667
6010,a,16667
6033,a,16667
6036,a,16667
6059,b,16667
6096,b,16667
6114,b,16667
6120,c,16667
6129,a,16667
6130,a,16667
6147,b,16667
6157,a,16667
6190,b,16667
6216,a,16667
6236,a,16667
6247,e,16667
6292,b,16667
6300,a,16667
6313,b,16667
6337,a,16667
6342,a,16667
6347,a,16667
6354,b,16667
6366,b,16667
6402,b,16667
6406,a,16667
6412,a,16667
6428,a,16667
6458,c,16667
6471,a,16667
6480,a,16667
6498,b,16667
6512,e,16667
6532,a,16667
6591,e,16667
6592,e,16667
6641,c,16667
6655,a,16667
6666,a,16667
6683,e,16667
6688,c,16667
6692,b,16667
6699,a,16667
6777,b,16667
6779,c,16667
6810,e,16667
6824,a,16667
6852,e,16667
6856,a,16667
6864,a,16667
6894,a,16667
6897,a,16667
6907,e,16667
6909,b,16667
6977,a,16667
6983,c,16667
6998,a,16667
6999,e,16667
7000,a,16667
7011,e,16667
7015,c,16667
7062,a,16667
7088,e,16667
7101,b,16667
7115,a,16667
7129,b,16667
7166,e,16667
7172,a,16667
7198,a,16667
7235,c,16667
7239,a,16667
7240,a,16667
7261,b,16667
7273,b,16667
7294,b,16667
7317,b,16667
7377,b,16667
7379,a,16667
7391,c,16667
7405,b,16667
7467,a,16667
7479,a,16667
7499,b,16667
7520,b,16667
7521,a,16667
7525,a,16667
7537,b,16667
7555,a,16667
7578,a,16667
7582,c,16667
7587,c,16667
7590,c,16667
7592,a,16667
7593,b,16667
7598,c,16667
7616,a,16667
7638,c,16667
7651,e,16667
7656,e,16667
7666,b,16667
7689,a,16667
7805,a,16667
7823,a,16667
7836,e,16667
7849,b,16667
7852,e,16667
7858,a,16667
7863,b,16667
7871,c,16667
7872,a,16667
7874,a,16667
7922,e,16667
7929,e,16667
7944,a,16667
7964,a,16667
7971,d,16667
7973,c,16667
7983,e,16667
7992,a,16667
7993,b,16667
7994,b,16667
7998,b,16667
8013,a,16667
8016,a,16667
8020,a,16667
8026,e,16667
8030,a,16667
8075,c,16667
8079,a,16667
8086,e,16667
8147,a,16667
8178,a,16667
8210,a,16667
8256,a,16667
8272,c,16667
8274,b,16667
8276,c,16667
8292,a,16667
8321,b,16667
8327,b,16667
8331,b,16667
8367,a,16667
8376,a,16667
8403,e,16667
8410,a,16667
8455,a,16667
8515,a,16667
8519,c,16667
8553,a,16667
8556,a,16667
8583,b,16667
8591,a,16667
8629,b,16667
8637,e,16667
8661,e,16667
8678,a,16667
8699,e,16667
8703,a,16667
8712,a,16667
8718,a,16667
8729,e,16667
8733,e,16667
8737,b,16667
8748,b,16667
8769,e,16667
8823,a,16667
8832,a,16667
8839,c,16667
8948,b,16667
9013,a,16667
9020,a,16667
9045,b,16667
9048,c,16667
9069,a,16667
9071,e,16667
9076,c,16667
9080,a,16667
9124,e,16667
9137,b,16667
9169,e,16667
9206,e,16667
9209,e,16667
9210,b,16667
9263,e,16667
9307,e,16667
9320,a,16667
9329,e,16667
9341,e,16667
9344,e,16667
9349,e,16667
9370,b,16667
9379,e,16667
9384,e,16667
9391,e,16667
9393,b,16667
9400,a,16667
9496,a,16667
9499,e,16667
9501,e,16667
9554,e,16667
9643,e,16667
9644,d,16667
9673,c,16667
9719,c,16667
9735,e,16667
9746,a,16667
9773,e,16667
9779,a,16667
9808,a,16667
9810,b,16667
9910,b,16667
9959,e,16667
9972,a,16667
9992,a,16667
10002,b,16667
10014,a,16667
10059,e,16667
10071,b,16667
10092,e,16667
10102,b,16667
10147,a,16667
10154,a,16667
10164,c,16667
10197,e,16667
10232,c,16667
10315,b,16667
10342,a,16667
10386,d,16667
10404,c,16667
10429,b,16667
10446,b,16667
10448,a,16667
10456,b,16667
10461,e,16667
10470,b,16667
10473,d,16667
10517,e,16667
10559,a,16667
10601,b,16667
10604,b,16667
10648,a,16667
10655,e,16667
10664,a,16667
10666,e,16667
10672,c,16667
10723,d,16667
10738,e,16667
10750,b,16667
10757,b,16667
10779,e,16667
10798,c,16667
10813,b,16667
10840,b,16667
10904,c,16667
10934,b,16667
10936,e,16667
10946,a,16667
10977,b,16667
10994,a,16667
11017,a,16667
11037,a,16667
11040,b,16667
11044,a,16667
11065,a,16667
11086,a,16667
11222,c,16667
11224,e,16667
11239,e,16667
11251,a,16667
11252,a,16667
11262,a,16667
11268,e,16667
11296,c,16667
6018,b,17302
7938,b,17302
8277,b,17302
8324,a,17302
9706,c,17302
9857,a,17302
10459,b,17302
10491,a,17302
6176,c,17736
6422,a,17736
6992,a,17736
7027,b,17736
7734,a,17736
7795,b,17736
8861,e,17736
8971,b,17736
8980,e,17736
9091,b,17736
9469,e,17736
10163,a,17736
10283,e,17736
10305,b,17736
10349,e,17736
10410,a,17736
10496,b,17736
5958,c,18158
6101,b,18158
6352,a,18158
6850,c,18158
6868,c,18158
6888,a,18158
7042,c,18158
7095,c,18158
7128,b,18158
7236,a,18158
7283,c,18158
7368,a,18158
7514,c,18158
7621,e,18158
8233,b,18158
8721,b,18158
8867,b,18158
9031,a,18158
9270,b,18158
9282,b,18158
9839,a,18158
5674,b,19143
5898,e,19143
5945,a,19143
5988,a,19143
6004,b,19143
6029,a,19143
6042,b,19143
6060,a,19143
7083,c,19143
7147,e,19143
7191,e,19143
7202,a,19143
7300,a,19143
7434,a,19143
7469,a,19143
7596,b,19143
7660,a,19143
7669,a,19143
7687,e,19143
7824,b,19143
7867,a,19143
7923,c,19143
8119,e,19143
8298,e,19143
8548,a,19143
8584,e,19143
8608,a,19143
8878,b,19143
8917,e,19143
9064,d,19143
9075,a,19143
9260,e,19143
9647,a,19143
9720,a,19143
9765,b,19143
9821,b,19143
9973,a,19143
10032,a,19143
10075,c,19143
10667,e,19143
10808,b,19143
11118,a,19143
11145,e,19143
11158,b,19143
11313,e,19143
9954,a,19167
5668,b,19839
5677,a,19839
5739,b,19839
5828,c,19839
5889,a,19839
5901,a,19839
5914,a,19839
5969,a,19839
5979,c,19839
6030,b,19839
6061,a,19839
6141,c,19839
6151,a,19839
6171,a,19839
6258,b,19839
6290,b,19839
6305,b,19839
6353,a,19839
6405,b,19839
6438,a,19839
6449,a,19839
6492,a,19839
6540,a,19839
6646,e,19839
6664,a,19839
6744,e,19839
6793,a,19839
6878,b,19839
6895,e,19839
7001,b,19839
7031,a,19839
7078,a,19839
7195,e,19839
7210,a,19839
7246,b,19839
7281,a,19839
7298,a,19839
7307,a,19839
7316,a,19839
7339,a,19839
7359,e,19839
7440,e,19839
7483,a,19839
7553,a,19839
7566,a,19839
7586,c,19839
7637,c,19839
7770,e,19839
7848,c,19839
7866,b,19839
7907,b,19839
7968,c,19839
8012,a,19839
8042,c,19839
8061,b,19839
8067,b,19839
8078,b,19839
8092,b,19839
8133,a,19839
8134,b,19839
8205,a,19839
8227,a,19839
8235,e,19839
8255,c,19839
8293,a,19839
8296,a,19839
8316,a,19839
8395,e,19839
8433,b,19839
8446,b,19839
8499,a,19839
8524,a,19839
8602,b,19839
8618,b,19839
8649,b,19839
8651,b,19839
8654,b,19839
8658,a,19839
8659,a,19839
8666,b,19839
8685,a,19839
8827,c,19839
8872,c,19839
8894,a,19839
8907,e,19839
8915,a,19839
8929,a,19839
8992,a,19839
9000,c,19839
9014,a,19839
9146,a,19839
9181,d,19839
9186,b,19839
9192,d,19839
9195,e,19839
9297,d,19839
9303,a,19839
9317,e,19839
9403,e,19839
9416,e,19839
9455,e,19839
9459,b,19839
9463,a,19839
9477,a,19839
9491,e,19839
9495,b,19839
9505,a,19839
9508,b,19839
9523,b,19839
9526,b,19839
9582,a,19839
9635,b,19839
9656,b,19839
9692,a,19839
9696,a,19839
9732,b,19839
9772,c,19839
9776,a,19839
9794,b,19839
9824,e,19839
9836,a,19839
9894,e,19839
9900,b,19839
9985,e,19839
10064,a,19839
10095,b,19839
10138,a,19839
10271,a,19839
10281,a,19839
10328,a,19839
10331,c,19839
10335,b,19839
10338,b,19839
10425,a,19839
10460,b,19839
10586,c,19839
10716,a,19839
10883,e,19839
10923,b,19839
10924,e,19839
10980,b,19839
11050,e,19839
11094,b,19839
11103,b,19839
11265,e,19839
11266,a,19839
11297,c,19839
11300,a,19839
11321,e,19839
5685,a,19872
6215,a,19872
6255,b,19872
6478,a,19872
6672,a,19872
6674,b,19872
6712,a,19872
6728,b,19872
6757,e,19872
6811,e,19872
6892,a,19872
6918,a,19872
7407,e,19872
7465,b,19872
7481,e,19872
7716,b,19872
7842,a,19872
8364,c,19872
8443,b,19872
8480,b,19872
8723,a,19872
8955,d,19872
9119,a,19872
9129,a,19872
9478,d,19872
9864,b,19872
10152,b,19872
10208,a,19872
10300,a,19872
10451,c,19872
10612,b,19872
10819,e,19872
10914,a,19872
11110,e,19872
11219,b,19872
5623,a,19890
5632,b,19890
5658,c,19890
5733,b,19890
5750,b,19890
5844,a,19890
6017,c,19890
6047,c,19890
6182,a,19890
6210,b,19890
6286,b,19890
6316,a,19890
6370,b,19890
6558,a,19890
6584,a,19890
6658,b,19890
6659,d,19890
6686,a,19890
6691,b,19890
6705,d,19890
6714,a,19890
6740,a,19890
6809,d,19890
6871,a,19890
7097,e,19890
7125,a,19890
7134,a,19890
7158,a,19890
7323,e,19890
7376,e,19890
7411,b,19890
7419,e,19890
7799,a,19890
7803,b,19890
7810,a,19890
7826,a,19890
7958,b,19890
8060,b,19890
8127,b,19890
8176,b,19890
8264,a,19890
8356,e,19890
8534,a,19890
8923,a,19890
8969,c,19890
9052,b,19890
9109,a,19890
9335,a,19890
9430,a,19890
9530,b,19890
9532,b,19890
9569,e,19890
9636,e,19890
9714,a,19890
9739,b,19890
9811,b,19890
10127,a,19890
10240,d,19890
10313,a,19890
10324,b,19890
10329,a,19890
10336,a,19890
10355,b,19890
10356,b,19890
10403,e,19890
10539,a,19890
10635,c,19890
10969,a,19890
10989,a,19890
11002,b,19890
11075,b,19890
6016,e,20500
6117,c,20500
6336,a,20500
6531,a,20500
6669,b,20500
7009,b,20500
7103,a,20500
7268,b,20500
7277,a,20500
7310,b,20500
7350,b,20500
7806,a,20500
7996,a,20500
8015,e,20500
8077,c,20500
8111,b,20500
8415,a,20500
8506,a,20500
8794,b,20500
9798,b,20500
9846,d,20500
10381,b,20500
10433,a,20500
10441,b,20500
10728,e,20500
5648,a,20556
5805,a,20556
5850,e,20556
5870,a,20556
6080,a,20556
6083,b,20556
6127,c,20556
6136,c,20556
6184,a,20556
6232,e,20556
6323,d,20556
6397,b,20556
6537,b,20556
6639,a,20556
6676,e,20556
6719,e,20556
6787,a,20556
6834,b,20556
6842,c,20556
6844,a,20556
6901,b,20556
6916,b,20556
6962,a,20556
7058,a,20556
7279,a,20556
7552,a,20556
7652,a,20556
7670,a,20556
7772,a,20556
7793,a,20556
7812,a,20556
7942,e,20556
8006,a,20556
8045,e,20556
8066,b,20556
8095,a,20556
8115,c,20556
8142,a,20556
8192,c,20556
8193,b,20556
8482,b,20556
8585,a,20556
8646,a,20556
8671,b,20556
8672,a,20556
8673,e,20556
9122,e,20556
9292,b,20556
9414,a,20556
9422,a,20556
9564,a,20556
9568,b,20556
9726,b,20556
9907,a,20556
9939,b,20556
9940,a,20556
10117,a,20556
10135,d,20556
10269,a,20556
10297,b,20556
10465,b,20556
10605,a,20556
10647,e,20556
10734,a,20556
10756,e,20556
11325,e,20556
5887,a,20606
6076,b,20606
6085,a,20606
6199,e,20606
6457,b,20606
6858,e,20606
6908,b,20606
7152,a,20606
7225,e,20606
7381,a,20606
7727,e,20606
7951,b,20606
8559,a,20606
8815,e,20606
8921,e,20606
9218,b,20606
9220,b,20606
9313,e,20606
9708,c,20606
9733,e,20606
10959,b,20606
10960,a,20606
11006,b,20606
11149,b,20606
11235,c,20606
5749,a,20667
5842,c,20667
5935,e,20667
6100,e,20667
6128,c,20667
6418,a,20667
6455,a,20667
6487,e,20667
6837,a,20667
7008,e,20667
7220,b,20667
7531,b,20667
7889,a,20667
8393,e,20667
8576,c,20667
8736,b,20667
8974,c,20667
9721,e,20667
9775,e,20667
9850,a,20667
10211,c,20667
10700,a,20667
10722,a,20667
5670,c,21569
5836,c,21569
5862,c,21569
6094,a,21569
6122,a,21569
6177,a,21569
6275,e,21569
6335,e,21569
6375,a,21569
6436,e,21569
6441,c,21569
6517,a,21569
6522,a,21569
6557,e,21569
6731,e,21569
6781,e,21569
6798,a,21569
6994,a,21569
7118,e,21569
7193,a,21569
7232,a,21569
7342,a,21569
7421,a,21569
7458,c,21569
7526,b,21569
7554,a,21569
7568,b,21569
7591,b,21569
7749,a,21569
7759,e,21569
7789,b,21569
7868,a,21569
7911,a,21569
8010,e,21569
8261,a,21569
8278,b,21569
8295,c,21569
8325,a,21569
8399,b,21569
8477,a,21569
8537,e,21569
8541,b,21569
8609,b,21569
8674,a,21569
8727,a,21569
9025,a,21569
9142,b,21569
9229,a,21569
9239,a,21569
9250,a,21569
9271,e,21569
9288,e,21569
9662,a,21569
9712,a,21569
10202,e,21569
10509,b,21569
10613,b,21569
10743,a,21569
10761,b,21569
10903,a,21569
11066,a,21569
11105,c,21569
11108,b,21569
5740,a,22162
6170,a,22162
6205,e,22162
6331,b,22162
7138,a,22162
7159,e,22162
7189,e,22162
8044,a,22162
8412,a,22162
9017,a,22162
10296,a,22162
10628,b,22162
10706,a,22162
11323,a,22162
5722,c,22778
5778,a,22778
5856,a,22778
6111,c,22778
6382,a,22778
6413,a,22778
6702,e,22778
6911,a,22778
6924,c,22778
6959,e,22778
6960,b,22778
6978,a,22778
7014,a,22778
7023,a,22778
7127,b,22778
7206,e,22778
7330,b,22778
7335,e,22778
7505,a,22778
7610,a,22778
7736,a,22778
7783,e,22778
7794,c,22778
7831,b,22778
7895,a,22778
8059,e,22778
8101,c,22778
8130,e,22778
8320,b,22778
8329,a,22778
8343,a,22778
8358,b,22778
8436,e,22778
8746,a,22778
8927,b,22778
8961,a,22778
9098,a,22778
9677,d,22778
9755,b,22778
10097,a,22778
10353,b,22778
10493,c,22778
10697,a,22778
11099,a,22778
11276,c,22778
5629,c,22821
5815,e,22821
7707,a,22821
7802,a,22821
9029,a,22821
9030,a,22821
9409,a,22821
9608,b,22821
9937,a,22821
11018,a,22821
11134,a,22821
8169,e,22857
8835,a,22857
8918,e,22857
9934,a,22857
10206,b,22857
5627,b,23333
5635,a,23333
5686,a,23333
5784,a,23333
5827,e,23333
5880,a,23333
5888,a,23333
5897,b,23333
5931,b,23333
5954,e,23333
5973,a,23333
5981,c,23333
5987,a,23333
5994,a,23333
5995,b,23333
6034,b,23333
6092,e,23333
6102,e,23333
6165,d,23333
6229,a,23333
6242,a,23333
6262,a,23333
6318,b,23333
6368,b,23333
6424,a,23333
6459,a,23333
6477,a,23333
6534,a,23333
6585,e,23333
6612,b,23333
6617,e,23333
6636,e,23333
6650,d,23333
6663,a,23333
6751,b,23333
6764,a,23333
6771,e,23333
6854,b,23333
6890,c,23333
6906,b,23333
6958,a,23333
7010,a,23333
7038,b,23333
7079,a,23333
7108,a,23333
7113,a,23333
7140,b,23333
7145,b,23333
7160,a,23333
7197,a,23333
7219,a,23333
7249,b,23333
7288,e,23333
7302,b,23333
7454,b,23333
7472,b,23333
7477,c,23333
7511,b,23333
7557,e,23333
7614,a,23333
7619,a,23333
7640,a,23333
7658,a,23333
7691,c,23333
7711,a,23333
7722,b,23333
7737,b,23333
7776,a,23333
7780,a,23333
7819,e,23333
7932,a,23333
7975,b,23333
8105,b,23333
8128,c,23333
8148,a,23333
8152,a,23333
8244,a,23333
8253,a,23333
8301,a,23333
8302,e,23333
8309,a,23333
8344,e,23333
8388,a,23333
8390,a,23333
8401,a,23333
8492,c,23333
8502,b,23333
8555,b,23333
8611,a,23333
8795,b,23333
