,Symptom,Population_density
9742,b,375.5187238
9769,b,375.5187238
9993,a,375.5187238
10187,b,375.5187238
10514,b,375.5187238
11025,a,375.5187238
11043,b,375.5187238
11069,a,375.5187238
11070,a,375.5187238
11102,a,375.5187238
11175,b,375.8013455
7223,a,376
7764,a,376
8332,c,376
8791,a,376
9450,a,376.7212522
8162,a,378
3105,a,378.1562263
3128,a,378.1562263
5316,a,378.1562263
5317,a,378.1562263
5332,b,378.1562263
2363,e,378.8603421
2389,e,378.8603421
2391,e,378.8603421
2405,e,378.8603421
2408,e,378.8603421
2421,e,378.8603421
4452,e,378.8603421
4496,b,378.8603421
8231,a,378.9227527
804,a,379
2306,b,380.2162654
2317,a,380.2162654
2328,a,380.2162654
4379,a,380.2162654
4447,b,380.2162654
4448,a,380.2162654
7439,a,381.6466825
8062,a,381.6466825
10374,a,381.6466825
816,e,382.6610663
827,a,382.6610663
832,e,382.6610663
834,b,382.6610663
835,b,382.6610663
841,a,382.6610663
10736,a,384.0629352
1269,a,384.5447285
1277,a,384.5447285
1278,a,384.5447285
1279,a,384.5447285
1289,a,384.5447285
1291,a,384.5447285
523,a,385.27
9395,c,386.0717206
9845,a,386.0717206
6484,b,387.6778342
3133,e,389.0883731
3134,e,389.0883731
3135,a,389.0883731
3136,b,389.0883731
3137,a,389.0883731
3138,a,389.0883731
3139,e,389.0883731
3140,a,389.0883731
3141,a,389.0883731
3142,c,389.0883731
3143,a,389.0883731
3144,a,389.0883731
3145,d,389.0883731
3146,b,389.0883731
3147,c,389.0883731
3148,e,389.0883731
3149,a,389.0883731
3150,a,389.0883731
3151,b,389.0883731
3152,a,389.0883731
3153,b,389.0883731
3154,a,389.0883731
3155,a,389.0883731
3156,a,389.0883731
3157,a,389.0883731
3158,e,389.0883731
3159,a,389.0883731
3160,a,389.0883731
3161,b,389.0883731
3162,a,389.0883731
3163,a,389.0883731
3164,e,389.0883731
3165,a,389.0883731
3166,e,389.0883731
3167,c,389.0883731
3168,a,389.0883731
3169,a,389.0883731
3170,e,389.0883731
3171,b,389.0883731
3172,a,389.0883731
3173,b,389.0883731
3174,c,389.0883731
3175,b,389.0883731
3176,e,389.0883731
3177,b,389.0883731
3178,a,389.0883731
3179,b,389.0883731
3180,a,389.0883731
3181,c,389.0883731
3182,b,389.0883731
3183,a,389.0883731
3184,a,389.0883731
3185,b,389.0883731
3186,a,389.0883731
3187,a,389.0883731
3188,a,389.0883731
3189,b,389.0883731
3190,a,389.0883731
3191,d,389.0883731
3192,e,389.0883731
3193,c,389.0883731
3194,a,389.0883731
3195,a,389.0883731
3196,a,389.0883731
3197,e,389.0883731
3198,a,389.0883731
5348,a,389.0883731
5349,a,389.0883731
5350,e,389.0883731
5351,b,389.0883731
5352,a,389.0883731
5353,a,389.0883731
5354,a,389.0883731
5355,a,389.0883731
5356,a,389.0883731
5357,b,389.0883731
5358,c,389.0883731
5359,c,389.0883731
5360,a,389.0883731
5361,e,389.0883731
5362,e,389.0883731
5363,a,389.0883731
5364,b,389.0883731
5365,c,389.0883731
5366,a,389.0883731
5367,e,389.0883731
5368,c,389.0883731
5369,b,389.0883731
5370,e,389.0883731
5371,a,389.0883731
5372,b,389.0883731
5373,e,389.0883731
5374,a,389.0883731
5375,c,389.0883731
5376,e,389.0883731
5377,a,389.0883731
5378,c,389.0883731
5379,a,389.0883731
5380,e,389.0883731
5381,a,389.0883731
5382,a,389.0883731
5383,a,389.0883731
5384,a,389.0883731
5385,b,389.0883731
5386,a,389.0883731
5387,b,389.0883731
5388,a,389.0883731
5389,b,389.0883731
5390,a,389.0883731
5391,a,389.0883731
5392,a,389.0883731
5393,a,389.0883731
5394,e,389.0883731
5395,e,389.0883731
5396,e,389.0883731
5397,a,389.0883731
5398,b,389.0883731
5399,a,389.0883731
5400,c,389.0883731
5401,c,389.0883731
5402,c,389.0883731
5403,b,389.0883731
5404,e,389.0883731
5405,b,389.0883731
5406,a,389.0883731
5407,a,389.0883731
5408,d,389.0883731
5409,a,389.0883731
5410,a,389.0883731
5411,b,389.0883731
5412,b,389.0883731
5413,a,389.0883731
5414,e,389.0883731
5415,a,389.0883731
5416,b,389.0883731
5417,a,389.0883731
5418,c,389.0883731
5419,c,389.0883731
5420,c,389.0883731
5421,a,389.0883731
5422,a,389.0883731
5423,a,389.0883731
5424,a,389.0883731
6003,a,389.7163855
394,b,391.5303927
10763,c,391.5877978
6270,c,392
3100,e,392.3506402
3113,a,392.3506402
3116,a,392.3506402
3118,e,392.3506402
5310,b,392.3506402
5330,e,392.3506402
10642,b,392.5238641
11256,e,392.5238641
340,a,392.8378317
11185,b,393.5718262
1374,e,396.0713347
5737,a,396.7494707
10278,e,396.7494707
1311,a,398
7212,a,399
9118,a,399
775,a,400.0274377
7291,c,402.2340536
1064,a,402.7320847
8856,b,403.1974081
5452,a,403.2113954
10907,c,404.0143157
5610,e,406.3213576
23,b,408.739329
24,a,408.739329
25,a,408.739329
27,a,408.739329
36,a,408.739329
37,e,408.739329
38,b,408.739329
40,b,408.739329
41,b,408.739329
42,e,408.739329
45,a,408.739329
46,b,408.739329
47,a,408.739329
49,a,408.739329
50,a,408.739329
51,a,408.739329
54,e,408.739329
55,e,408.739329
57,a,408.739329
58,a,408.739329
59,a,408.739329
60,e,408.739329
61,a,408.739329
64,b,408.739329
66,a,408.739329
68,c,408.739329
70,a,408.739329
71,a,408.739329
78,a,408.739329
80,a,408.739329
81,b,408.739329
84,a,408.739329
86,a,408.739329
87,a,408.739329
89,e,408.739329
93,e,408.739329
98,a,408.739329
101,a,408.739329
112,a,408.739329
120,a,408.739329
121,a,408.739329
140,a,408.739329
145,a,408.739329
149,a,408.739329
152,a,408.739329
155,a,408.739329
159,a,408.739329
171,a,408.739329
179,e,408.739329
184,b,408.739329
185,b,408.739329
186,b,408.739329
198,e,408.739329
200,e,408.739329
204,a,408.739329
205,a,408.739329
206,a,408.739329
211,e,408.739329
212,a,408.739329
219,a,408.739329
221,a,408.739329
227,a,408.739329
230,e,408.739329
232,b,408.739329
233,b,408.739329
234,a,408.739329
235,a,408.739329
236,a,408.739329
237,e,408.739329
241,a,408.739329
242,e,408.739329
244,b,408.739329
247,a,408.739329
251,e,408.739329
254,a,408.739329
259,a,408.739329
262,c,408.739329
263,e,408.739329
271,c,408.739329
274,e,408.739329
9351,a,409.5673633
10306,a,409.5673633
3272,b,410.8627481
5492,e,410.8627481
6246,a,411.1832054
7912,a,411.1832054
529,a,413
8174,b,413.261631
9402,a,413.7336957
524,a,415.98
3304,a,417.942289
5586,a,417.942289
6023,a,418.5638481
8772,e,418.5638481
2736,a,419.2918542
2737,e,419.2918542
2752,e,419.2918542
2760,e,419.2918542
2761,b,419.2918542
2764,a,419.2918542
2777,d,419.2918542
2779,c,419.2918542
2782,e,419.2918542
4884,b,419.2918542
4908,b,419.2918542
4912,a,419.2918542
4916,a,419.2918542
4919,e,419.2918542
4922,c,419.2918542
4931,c,419.2918542
26,e,419.6313085
28,a,419.6313085
29,a,419.6313085
30,e,419.6313085
31,a,419.6313085
32,e,419.6313085
34,a,419.6313085
39,b,419.6313085
43,a,419.6313085
53,a,419.6313085
63,a,419.6313085
65,e,419.6313085
67,e,419.6313085
69,e,419.6313085
72,a,419.6313085
73,a,419.6313085
74,b,419.6313085
77,a,419.6313085
79,e,419.6313085
82,a,419.6313085
85,a,419.6313085
88,a,419.6313085
94,e,419.6313085
95,a,419.6313085
97,b,419.6313085
99,e,419.6313085
100,b,419.6313085
102,e,419.6313085
104,a,419.6313085
109,a,419.6313085
115,a,419.6313085
118,b,419.6313085
119,e,419.6313085
126,a,419.6313085
133,a,419.6313085
134,b,419.6313085
136,a,419.6313085
138,a,419.6313085
141,b,419.6313085
142,a,419.6313085
143,e,419.6313085
156,e,419.6313085
161,a,419.6313085
162,a,419.6313085
165,a,419.6313085
169,b,419.6313085
177,e,419.6313085
182,a,419.6313085
195,b,419.6313085
197,a,419.6313085
201,b,419.6313085
203,e,419.6313085
209,a,419.6313085
210,a,419.6313085
220,a,419.6313085
223,e,419.6313085
224,b,419.6313085
238,d,419.6313085
239,a,419.6313085
240,e,419.6313085
245,e,419.6313085
246,b,419.6313085
252,a,419.6313085
253,a,419.6313085
258,a,419.6313085
264,b,419.6313085
272,a,419.6313085
277,e,419.6313085
280,a,419.6313085
864,e,420
866,a,420
9668,e,420.3084892
1805,b,420.3409321
5681,a,422.9986854
7366,b,422.9986854
1675,e,423.3331293
1680,b,423.3331293
1721,c,423.3331293
1747,e,423.3331293
1756,a,423.3331293
3667,a,423.3331293
3708,b,423.3331293
3722,a,423.3331293
3733,d,423.3331293
6560,e,425.2897829
10453,b,425.2897829
570,c,427.2642303
1334,a,427.601302
2061,b,430.3920097
2066,e,430.3920097
2141,b,430.3920097
2146,b,430.3920097
4107,b,430.3920097
4139,a,430.3920097
4171,a,430.3920097
4186,c,430.3920097
4193,a,430.3920097
6309,a,431.474497
7905,a,431.474497
9401,d,431.5251734
9933,b,431.5251734
7519,b,432.6555299
2356,e,433.0964426
2383,e,433.0964426
2398,a,433.0964426
2418,a,433.0964426
4497,b,433.0964426
4498,a,433.0964426
4519,a,433.0964426
7033,a,433.1274647
757,a,434.0655569
7728,a,434.1102091
8160,a,434.3146335
8662,a,434.3146335
1368,c,434.5634394
1380,a,434.5634394
5652,b,435
7012,e,435
7974,c,435
8875,c,435
10350,a,435
7266,a,436.2856055
8594,a,436.2856055
10435,a,436.2856055
9898,a,436.7784875
1197,a,438
10689,c,438.7890866
1094,e,440.9643525
1134,e,440.9643525
5624,c,442.6945316
7838,c,443.624391
8951,b,443.624391
10133,d,443.8204155
10658,c,443.8204155
9179,e,447.0471462
813,a,447.558712
6277,c,448.4864977
9066,a,448.4864977
9968,e,448.4864977
10495,a,448.4864977
3241,e,450.7836005
3259,e,450.7836005
5535,a,450.7836005
5641,a,452.91691
5723,a,452.91691
5727,a,452.91691
5729,a,452.91691
5734,a,452.91691
5748,a,452.91691
6062,b,452.91691
6279,e,452.91691
6310,d,452.91691
6365,e,452.91691
6453,d,452.91691
6551,a,452.91691
6627,e,452.91691
6782,b,452.91691
6827,b,452.91691
6874,b,452.91691
6910,c,452.91691
6920,e,452.91691
6926,b,452.91691
6933,b,452.91691
7041,d,452.91691
7104,a,452.91691
7143,a,452.91691
7230,e,452.91691
7507,e,452.91691
7809,a,452.91691
8260,a,452.91691
8577,a,452.91691
8633,a,452.91691
8829,d,452.91691
8987,a,452.91691
9131,b,452.91691
9439,e,452.91691
9586,c,452.91691
9606,a,452.91691
9727,a,452.91691
9741,b,452.91691
9754,a,452.91691
9831,b,452.91691
9859,a,452.91691
10010,b,452.91691
10112,c,452.91691
10125,e,452.91691
10365,b,452.91691
10376,b,452.91691
10436,b,452.91691
11038,a,452.91691
11084,a,452.91691
11101,a,452.91691
11106,a,452.91691
11130,a,452.91691
11162,c,452.91691
11221,e,452.91691
11292,b,452.91691
9383,a,453.1241136
2568,a,453.4758372
2573,e,453.4758372
2633,a,453.4758372
4744,b,453.4758372
4747,c,453.4758372
4761,b,453.4758372
2113,a,455.5969192
4113,c,455.5969192
4167,c,455.5969192
4208,b,455.5969192
5782,a,455.6809976
6026,e,455.6809976
6475,e,455.6809976
9212,b,455.6809976
10874,e,455.6809976
11286,e,455.6809976
576,a,455.7066264
5662,b,455.7968601
6521,a,455.7968601
10565,c,455.7968601
11083,a,456
896,a,456.6864695
908,b,456.6864695
909,e,456.6864695
10029,e,457.9121199
11237,c,457.9121199
10742,a,459.6300082
5824,b,460.7345687
6900,a,461
7466,a,461.2246503
6574,a,462.1278004
8710,e,462.2158881
2741,e,462.7684187
2758,e,462.7684187
2766,b,462.7684187
581,d,463.4841238
603,a,463.4841238
4521,a,463.8581885
4537,a,463.8581885
4539,c,463.8581885
2569,a,465.5325823
2580,a,465.5325823
2612,b,465.5325823
2632,a,465.5325823
2638,b,465.5325823
2645,d,465.5325823
4683,e,465.5325823
4693,b,465.5325823
4696,b,465.5325823
4703,e,465.5325823
4717,a,465.5325823
4723,d,465.5325823
4726,a,465.5325823
4738,b,465.5325823
4753,a,465.5325823
4767,a,465.5325823
8359,b,470.4717258
9138,c,470.4717258
3020,d,472.1686939
3022,e,472.1686939
3051,b,472.1686939
3069,e,472.1686939
3078,b,472.1686939
3093,a,472.1686939
4940,c,472.1686939
4942,a,472.1686939
5131,b,472.1686939
5220,a,472.1686939
5271,b,472.1686939
5284,a,472.1686939
8431,b,474.045533
8928,e,474.1557301
7338,a,474.3329669
2307,d,475.3854851
2350,a,475.3854851
4405,e,475.3854851
4449,b,475.3854851
7082,c,475.7667177
3240,c,476.4491257
5499,a,476.4491257
6733,e,477.1109705
1674,e,477.2516753
1722,a,477.2516753
1723,a,477.2516753
1740,a,477.2516753
3723,e,477.2516753
839,a,477.503905
855,b,477.503905
6315,d,477.8531073
9433,b,477.8531073
11183,a,477.8531073
3023,a,479.0563239
3030,a,479.0563239
3047,e,479.0563239
3059,a,479.0563239
3073,e,479.0563239
3080,a,479.0563239
3090,e,479.0563239
4950,c,479.0563239
5009,b,479.0563239
5024,a,479.0563239
5113,a,479.0563239
5125,a,479.0563239
5141,e,479.0563239
5208,c,479.0563239
9399,b,479.9740568
10905,a,479.9740568
6804,a,481.3870892
3,b,481.3946101
4,a,481.3946101
19,a,481.3946101
805,a,481.8276951
808,a,481.8276951
7957,b,483.1797048
369,a,484
9027,e,484.441633
10747,a,485.3424325
2672,b,485.5121105
2688,c,485.5121105
4869,a,485.5121105
999,e,486.2376818
7196,b,488.0667881
8963,a,488.0667881
9144,a,488.0667881
9462,b,488.0667881
10563,e,488.0667881
10643,b,488.0667881
10793,e,488.0667881
8230,a,489.119795
6161,a,491.7770444
6600,a,491.7770444
10462,c,491.7770444
10585,e,491.7770444
11180,a,491.7770444
6621,b,494.1680662
8054,a,494.1680662
895,a,494.7333712
9012,a,498.2327549
3036,a,498.3882537
5004,c,498.3882537
5006,a,498.3882537
5205,a,498.3882537
1678,a,499.6845386
1685,a,499.6845386
1688,b,499.6845386
1690,a,499.6845386
1694,e,499.6845386
1699,b,499.6845386
1705,a,499.6845386
1711,b,499.6845386
1732,a,499.6845386
1743,a,499.6845386
1746,b,499.6845386
1750,e,499.6845386
1754,a,499.6845386
3670,e,499.6845386
3672,e,499.6845386
3673,a,499.6845386
3679,e,499.6845386
3684,a,499.6845386
3705,d,499.6845386
3709,d,499.6845386
3718,a,499.6845386
3719,a,499.6845386
3720,c,499.6845386
3729,b,499.6845386
8540,c,500.259194
11023,e,500.259194
9885,a,501.2993418
3119,e,501.3580715
3125,e,501.3580715
5307,b,501.3580715
5311,b,501.3580715
5321,c,501.3580715
5323,b,501.3580715
5339,a,501.3580715
6339,e,502.3346207
1321,a,504.9929185
9657,e,505.228275
988,a,505.5417709
5671,b,506.9949658
6223,e,506.9949658
6932,c,506.9949658
10314,a,506.9949658
5781,b,507
11234,a,508
1302,a,508.1332517
8345,a,508.3735304
7854,e,508.9770894
9815,b,509.1640934
10857,c,509.1640934
7404,d,509.880822
10615,c,509.880822
6687,e,510.1785272
9795,b,510.1785272
5913,a,510.3883747
10760,a,510.3883747
10367,a,510.7189425
11267,a,510.9648694
10944,b,511.0726048
423,a,511.1944229
8019,a,512.8327226
8570,a,512.8327226
8904,b,512.9073707
3013,d,514.2896638
3016,b,514.2896638
3021,c,514.2896638
3025,a,514.2896638
3040,e,514.2896638
3065,b,514.2896638
3085,a,514.2896638
3086,b,514.2896638
3092,e,514.2896638
5107,e,514.2896638
5258,c,514.2896638
8536,a,516.9406307
9177,a,516.9406307
9386,c,516.9406307
10579,b,516.9406307
11216,a,516.9406307
6021,e,517.2615411
6172,e,517.2615411
8869,a,517.2615411
9926,b,517.2615411
6134,a,518.0637492
6996,a,518.0637492
10443,a,518.0637492
9082,a,518.3497857
9786,a,518.3497857
3045,a,519.1681204
3072,e,519.1681204
3074,e,519.1681204
5019,a,519.1681204
5080,a,519.1681204
5219,c,519.1681204
5245,d,519.1681204
5277,a,519.1681204
6228,b,519.2625861
6914,a,521.1814856
7448,b,521.1814856
8031,a,521.1814856
10766,a,521.1814856
7508,a,523.0370156
8752,a,523.0370156
11169,e,523.0370156
7752,b,525.8704969
1211,a,525.9664036
1214,a,525.9664036
1218,a,525.9664036
1223,a,525.9664036
1234,a,525.9664036
2474,e,526.5463409
2481,b,526.5463409
2488,a,526.5463409
2508,c,526.5463409
2520,a,526.5463409
2545,a,526.5463409
4564,e,526.5463409
4568,e,526.5463409
4578,a,526.5463409
4596,a,526.5463409
4608,b,526.5463409
4617,a,526.5463409
4641,a,526.5463409
4653,b,526.5463409
4654,b,526.5463409
4663,a,526.5463409
4670,e,526.5463409
6090,a,529.5548685
2735,a,530.7775397
2751,a,530.7775397
2757,b,530.7775397
4879,a,530.7775397
4913,b,530.7775397
1676,e,531.0755953
1681,b,531.0755953
1715,a,531.0755953
1716,a,531.0755953
3644,a,531.0755953
3648,a,531.0755953
3649,e,531.0755953
3653,b,531.0755953
3656,b,531.0755953
3696,a,531.0755953
3702,a,531.0755953
3716,a,531.0755953
3728,b,531.0755953
3734,c,531.0755953
3737,b,531.0755953
3261,a,531.5587528
5532,a,531.5587528
9405,e,533.7682186
7635,a,534.1919268
6273,b,536.3615952
6766,b,536.3615952
11281,c,537
5345,e,537.7455683
2694,a,538.2180403
4806,e,538.2180403
4829,a,538.2180403
674,e,539
676,b,539
731,a,539
735,b,539
792,b,539
2526,e,540.5259295
2528,d,540.5259295
4618,a,540.5259295
8478,a,540.8063221
1324,e,541.1227902
1356,e,541.1227902
2517,c,545.8256382
4572,e,545.8256382
4644,e,545.8256382
8466,a,546.0252097
10304,c,546.0252097
497,b,546.9979428
2323,e,549.2092403
4408,a,549.2092403
4426,a,549.2092403
4428,a,549.2092403
4435,e,549.2092403
4441,e,549.2092403
2456,b,550.6258571
2482,a,550.6258571
2484,c,550.6258571
2489,a,550.6258571
2525,a,550.6258571
2530,b,550.6258571
2532,e,550.6258571
2533,a,550.6258571
4566,c,550.6258571
4593,b,550.6258571
4601,a,550.6258571
4611,b,550.6258571
4632,a,550.6258571
4638,b,550.6258571
4661,a,550.6258571
10823,c,551.9341507
11028,a,551.9341507
10810,e,552.1443425
11248,a,552.1443425
10701,c,553.1235383
5479,b,559.155246
5491,a,559.155246
5522,a,559.155246
8175,b,559.765901
2170,a,562.2058531
4278,c,562.2058531
10719,a,563
5448,e,564.7146394
5514,e,564.7146394
508,a,566.1286729
587,c,566.4129576
591,a,566.4129576
592,a,566.4129576
594,a,566.4129576
1132,a,569.1496717
10575,e,570.5608227
6256,e,573.2329783
11186,e,573.2329783
6138,a,574.2519957
8360,a,574.7208009
5667,a,576.3446756
1817,a,577.1196852
1818,d,577.1196852
1821,a,577.1196852
1824,a,577.1196852
1831,c,577.1196852
1833,e,577.1196852
1834,c,577.1196852
1835,e,577.1196852
1842,b,577.1196852
3795,b,577.1196852
3802,c,577.1196852
3804,a,577.1196852
3816,e,577.1196852
3820,a,577.1196852
3822,a,577.1196852
3826,c,577.1196852
3829,e,577.1196852
3831,a,577.1196852
3834,b,577.1196852
3837,a,577.1196852
5859,a,579
9251,a,579
9842,d,579
10282,a,579
10463,a,579
8560,b,581.7499631
8664,a,581.7499631
9618,a,581.7499631
7453,a,582.5588065
9175,e,582.5588065
5877,b,582.6850473
7053,a,582.6850473
10016,c,582.6850473
10927,a,582.6850473
5706,a,586.334271
8284,c,586.334271
8481,e,586.334271
8418,a,587
1282,c,589.5980311
1292,a,589.5980311
513,a,591.4878745
3271,b,591.9142567
5507,c,591.9142567
938,a,592.9232803
941,a,592.9232803
942,a,592.9232803
947,a,592.9232803
2059,e,594.517531
2102,a,594.517531
2108,a,594.517531
4132,a,594.517531
4192,b,594.517531
1346,b,595.2
9166,a,595.4066135
1125,c,595.5374221
1142,e,595.5374221
330,e,596
1677,a,596.4341505
1683,e,596.4341505
1686,a,596.4341505
1689,a,596.4341505
1695,a,596.4341505
1706,a,596.4341505
1714,a,596.4341505
1720,a,596.4341505
1725,b,596.4341505
1731,b,596.4341505
1733,b,596.4341505
1738,a,596.4341505
1758,b,596.4341505
3641,a,596.4341505
3645,a,596.4341505
3652,c,596.4341505
3663,a,596.4341505
3683,b,596.4341505
3694,b,596.4341505
3701,b,596.4341505
3707,a,596.4341505
3710,e,596.4341505
3725,a,596.4341505
3739,a,596.4341505
9984,c,599.5534883
10412,b,599.5534883
2289,a,602.0803115
2290,b,602.0803115
4362,a,602.0803115
4375,e,602.0803115
8925,e,603.5317871
7662,a,605.9052038
8460,e,605.9052038
9036,e,605.9052038
4367,b,609.7577741
4404,c,609.7577741
4420,a,609.7577741
4425,a,609.7577741
10310,b,610.8624684
10450,a,610.8624684
6507,d,611.6835482
1185,b,611.9323026
983,a,615.8818636
6541,c,616.5058558
6542,a,616.5058558
6543,b,616.5058558
6544,a,616.5058558
6545,b,616.5058558
6800,b,616.5058558
6801,a,616.5058558
6802,b,616.5058558
6967,e,616.5058558
7877,e,616.5058558
8269,a,616.5058558
8400,a,616.5058558
8411,a,616.5058558
8590,a,616.5058558
8930,b,616.5058558
11079,e,616.5058558
11127,a,616.5058558
11157,a,616.5058558
8043,a,616.5355108
8141,b,616.5873215
7903,c,616.8575575
7862,b,617.9979969
6380,e,618.2675221
917,a,619.5144003
918,a,619.5144003
